------ LISTA DE COMPRAS INVÁLIDAS -------
Erro	Linha
CLIENTE_INVALIDO	VL3535 4.71 4 N AL723 11
CLIENTE_INVALIDO	HD8108 2.38 4 N AR813 10
CLIENTE_INVALIDO	GT3358 13.39 1 P DR449 5
CLIENTE_INVALIDO	UI5836 14.0 4 P CU716 11
CLIENTE_INVALIDO	TC9921 7.93 5 P DR384 2
CLIENTE_INVALIDO	WN4213 16.66 5 P AR919 9
CLIENTE_INVALIDO	QD5560 19.77 5 N BJ727 3
CLIENTE_INVALIDO	KP3035 14.53 3 N EZ104 4
CLIENTE_INVALIDO	GL2401 2.26 2 P DK217 2
CLIENTE_INVALIDO	QB2595 2.37 4 N EQ800 10
CLIENTE_INVALIDO	YO8418 17.37 4 P DL642 2
CLIENTE_INVALIDO	WP2159 7.59 1 P AM833 11
CLIENTE_INVALIDO	VQ8286 2.7 2 P BQ768 5
CLIENTE_INVALIDO	TQ1560 12.49 3 N BI221 12
CLIENTE_INVALIDO	TX6465 7.61 4 N FG687 4
CLIENTE_INVALIDO	IJ7523 1.91 3 N EM449 12
CLIENTE_INVALIDO	BI9514 18.54 4 P AI425 3
CLIENTE_INVALIDO	VC1362 13.27 2 N BJ715 8
CLIENTE_INVALIDO	RQ3176 2.44 5 N EM752 11
CLIENTE_INVALIDO	ZN6235 15.3 2 P DL362 12
CLIENTE_INVALIDO	AY5794 17.78 5 P CT229 6
CLIENTE_INVALIDO	JN8103 7.57 5 P DL379 7
CLIENTE_INVALIDO	RS5137 14.77 2 N CX646 9
CLIENTE_INVALIDO	FK8283 13.32 6 N CZ671 6
CLIENTE_INVALIDO	MM8170 16.18 1 P AH165 7
CLIENTE_INVALIDO	QF2811 0.68 6 P DZ670 6
CLIENTE_INVALIDO	TP4397 0.64 2 P DY359 10
CLIENTE_INVALIDO	CW6868 17.1 5 N CZ889 5
CLIENTE_INVALIDO	NJ9148 15.4 5 P AH512 9
CLIENTE_INVALIDO	BY8985 1.53 6 N BP441 6
CLIENTE_INVALIDO	RH5196 16.81 4 N CT125 12
CLIENTE_INVALIDO	JH1378 9.42 1 P FI891 8
CLIENTE_INVALIDO	GC6401 11.45 5 N DS785 4
CLIENTE_INVALIDO	CV7208 7.2 1 N EZ104 2
CLIENTE_INVALIDO	JD9626 7.88 1 P CW303 11
CLIENTE_INVALIDO	GZ6890 5.88 3 N DL393 10
CLIENTE_INVALIDO	UA2648 4.51 4 P BI369 5
CLIENTE_INVALIDO	IN5250 8.36 3 N AI674 9
CLIENTE_INVALIDO	NF4875 13.3 4 P BJ797 8
CLIENTE_INVALIDO	ZX3583 15.7 3 P CY369 7
CLIENTE_INVALIDO	BT6279 13.13 4 P AM831 12
CLIENTE_INVALIDO	BD7930 10.6 3 N AL561 7
CLIENTE_INVALIDO	JP4521 12.35 2 N AT872 3
CLIENTE_INVALIDO	BO9837 12.23 3 P BQ836 10
CLIENTE_INVALIDO	RQ3469 15.29 5 N BQ834 12
CLIENTE_INVALIDO	YY4668 7.87 1 P CT450 3
CLIENTE_INVALIDO	SG9971 2.49 1 N DK197 10
CLIENTE_INVALIDO	GB5497 0.69 2 P AP682 1
CLIENTE_INVALIDO	VW5061 4.54 1 P AI820 8
CLIENTE_INVALIDO	UP1285 17.83 6 N BY987 11
CLIENTE_INVALIDO	XR9288 3.74 5 N AM992 10
CLIENTE_INVALIDO	HY3316 10.57 3 N DS738 8
CLIENTE_INVALIDO	CT7881 5.2 2 P CZ631 12
CLIENTE_INVALIDO	VQ5971 18.23 4 N CY538 1
CLIENTE_INVALIDO	JL4962 13.68 6 P CX696 8
CLIENTE_INVALIDO	MS8188 14.84 3 N CY602 6
CLIENTE_INVALIDO	ZQ1027 17.5 1 P AI722 2
CLIENTE_INVALIDO	KA6442 16.4 5 N EN873 5
CLIENTE_INVALIDO	XA3810 19.8 5 P CY321 3
CLIENTE_INVALIDO	BL7659 9.21 5 N AT993 12
CLIENTE_INVALIDO	CU1657 18.6 4 P CX810 10
CLIENTE_INVALIDO	RY9417 3.6 5 P EQ800 8
CLIENTE_INVALIDO	ID2151 14.61 4 N FF404 5
CLIENTE_INVALIDO	TF6726 0.4 5 N AL773 1
CLIENTE_INVALIDO	VJ5204 3.95 6 N AL675 7
CLIENTE_INVALIDO	JR1691 6.37 3 P EN851 8
CLIENTE_INVALIDO	JX2506 7.39 6 P AH240 7
CLIENTE_INVALIDO	BS2080 19.58 2 N BJ879 7
CLIENTE_INVALIDO	SB9613 13.89 5 P AR990 10
CLIENTE_INVALIDO	OA5382 2.85 2 N FF270 3
CLIENTE_INVALIDO	ZH3541 11.35 3 N BI459 11
CLIENTE_INVALIDO	MZ6465 8.5 4 N AH216 4
CLIENTE_INVALIDO	KA3932 19.62 2 P AK182 3
CLIENTE_INVALIDO	NB4649 1.38 1 P AM911 12
CLIENTE_INVALIDO	DN9069 16.24 4 P BJ630 1
CLIENTE_INVALIDO	JV7193 15.51 4 N AN486 9
CLIENTE_INVALIDO	NK2242 12.47 3 N BQ937 7
CLIENTE_INVALIDO	BX2244 9.8 2 N AI425 10
CLIENTE_INVALIDO	DO4997 8.31 6 N DK391 5
CLIENTE_INVALIDO	EC3999 14.92 1 N AI825 3
CLIENTE_INVALIDO	SM5493 7.12 4 P AR990 3
CLIENTE_INVALIDO	HL7295 15.82 1 P DR291 2
CLIENTE_INVALIDO	CG1623 14.88 2 P BJ634 6
CLIENTE_INVALIDO	CV3114 12.44 4 N AL774 7
CLIENTE_INVALIDO	SN9889 14.34 1 N DK202 6
CLIENTE_INVALIDO	IP5678 0.8 2 P CU329 6
CLIENTE_INVALIDO	PU4508 8.53 5 N FI877 3
CLIENTE_INVALIDO	DY8706 13.6 2 N CZ903 2
CLIENTE_INVALIDO	ET6852 16.82 1 N DZ516 8
CLIENTE_INVALIDO	MV9585 11.4 6 P BQ728 7
CLIENTE_INVALIDO	GD2411 3.77 4 N DK375 8
CLIENTE_INVALIDO	EQ1566 10.6 1 N FI808 11
CLIENTE_INVALIDO	YW5226 7.19 4 P CU453 5
CLIENTE_INVALIDO	YV3620 10.95 5 P CW424 12
CLIENTE_INVALIDO	GV8610 19.32 3 P DK322 11
CLIENTE_INVALIDO	YO7206 8.17 3 N AM935 2
CLIENTE_INVALIDO	YF9294 8.27 5 P AM885 8
CLIENTE_INVALIDO	HR5671 19.34 3 N DS430 9
CLIENTE_INVALIDO	XM3634 20.28 2 P CU477 10
CLIENTE_INVALIDO	RX3369 3.31 2 N EQ900 10
CLIENTE_INVALIDO	HP5642 15.39 4 N DZ463 11
CLIENTE_INVALIDO	LQ6811 15.15 3 N DL407 8
CLIENTE_INVALIDO	ZU8871 1.95 4 P DK202 10
CLIENTE_INVALIDO	DI7382 16.15 4 N BJ788 4
CLIENTE_INVALIDO	FR3184 8.54 3 N DY369 3
CLIENTE_INVALIDO	HT8494 4.25 5 P FG925 3
CLIENTE_INVALIDO	AY8079 2.31 4 P EM712 9
CLIENTE_INVALIDO	QL7080 11.14 6 P DZ479 7
CLIENTE_INVALIDO	RX3486 6.88 1 P AH142 1
CLIENTE_INVALIDO	CY2327 2.45 6 P BQ684 4
CLIENTE_INVALIDO	XH2741 3.41 4 N BI538 6
CLIENTE_INVALIDO	MR8544 7.59 3 P AO789 2
CLIENTE_INVALIDO	VQ2812 6.98 4 P DK273 11
CLIENTE_INVALIDO	GM3654 13.36 6 N CZ651 7
CLIENTE_INVALIDO	YU5290 13.46 6 P AN680 5
CLIENTE_INVALIDO	UZ5029 10.41 4 P AN366 11
CLIENTE_INVALIDO	YG4064 17.0 3 N CZ752 12
CLIENTE_INVALIDO	ZY7086 20.25 4 P DY132 5
CLIENTE_INVALIDO	IF6690 2.84 1 N CT131 12
CLIENTE_INVALIDO	YG6807 5.72 1 N FI888 4
CLIENTE_INVALIDO	WY4108 17.74 3 N FF460 4
CLIENTE_INVALIDO	TV1939 18.59 6 P CZ918 7
CLIENTE_INVALIDO	YK5309 18.15 6 N CX658 6
CLIENTE_INVALIDO	PX3990 14.13 3 P DY210 6
CLIENTE_INVALIDO	NI3260 12.19 5 N DZ453 9
CLIENTE_INVALIDO	QN2536 6.63 6 N FG740 8
CLIENTE_INVALIDO	RS5184 7.38 5 P FF452 8
CLIENTE_INVALIDO	NW5229 12.26 5 P AH392 3
CLIENTE_INVALIDO	AO7246 16.7 5 P CT375 3
CLIENTE_INVALIDO	LR4140 3.7 4 N CX441 5
CLIENTE_INVALIDO	NX8493 6.13 6 N BI134 8
CLIENTE_INVALIDO	JW4575 10.39 5 P AI646 7
CLIENTE_INVALIDO	HP1578 18.37 5 N AI415 1
CLIENTE_INVALIDO	EW7928 12.7 5 N AH268 4
CLIENTE_INVALIDO	FH8545 2.79 6 P CX495 1
CLIENTE_INVALIDO	MY6659 7.85 1 P CX556 3
CLIENTE_INVALIDO	NY4244 15.83 5 N DY489 5
CLIENTE_INVALIDO	AK9938 0.22 4 N DY171 3
CLIENTE_INVALIDO	FH1055 0.94 1 P AP584 2
CLIENTE_INVALIDO	UL8405 11.36 1 N BQ659 6
CLIENTE_INVALIDO	ZZ3380 7.26 1 P FF222 7
CLIENTE_INVALIDO	OE8136 7.49 4 N CY449 6
CLIENTE_INVALIDO	GB7285 4.87 1 P AK182 4
CLIENTE_INVALIDO	CB9017 14.38 5 P BW815 11
CLIENTE_INVALIDO	FV5680 4.6 3 P CQ250 11
CLIENTE_INVALIDO	IR8514 14.3 3 N AI529 5
CLIENTE_INVALIDO	IH2631 14.16 2 P AL808 10
CLIENTE_INVALIDO	XD4569 3.97 2 P DK217 5
CLIENTE_INVALIDO	LG9441 5.87 2 P DY221 2
CLIENTE_INVALIDO	AN8761 3.32 4 N BQ688 6
CLIENTE_INVALIDO	XM3571 19.63 1 N CU684 1
CLIENTE_INVALIDO	VZ2627 8.67 1 P CZ918 9
CLIENTE_INVALIDO	WR4240 3.95 2 N CT106 9
CLIENTE_INVALIDO	CV1621 13.1 5 P AL882 1
CLIENTE_INVALIDO	ER8796 17.96 1 N AL868 3
CLIENTE_INVALIDO	MU3574 3.69 3 P BJ792 1
CLIENTE_INVALIDO	BE8509 0.56 2 N EM891 4
CLIENTE_INVALIDO	GK4186 10.31 2 P CQ117 4
CLIENTE_INVALIDO	FW1448 7.69 3 N CY503 5
CLIENTE_INVALIDO	RI3437 6.68 3 N AH172 7
CLIENTE_INVALIDO	NY7694 9.27 5 N DK139 6
CLIENTE_INVALIDO	TN3305 10.89 6 P DL398 10
CLIENTE_INVALIDO	II4713 11.38 5 P CT225 6
CLIENTE_INVALIDO	PZ8704 0.76 4 P CZ910 12
CLIENTE_INVALIDO	XL2975 1.83 2 N BQ935 11
CLIENTE_INVALIDO	QZ3556 7.31 3 P FG907 10
CLIENTE_INVALIDO	NR9696 12.4 4 P BW764 7
CLIENTE_INVALIDO	ES9471 20.46 3 P BQ637 5
CLIENTE_INVALIDO	PS9745 11.89 6 N BJ590 5
CLIENTE_INVALIDO	YW3243 15.78 6 N AI871 9
CLIENTE_INVALIDO	JI2309 19.19 1 N BQ797 1
CLIENTE_INVALIDO	GK4330 1.69 1 N BJ879 10
CLIENTE_INVALIDO	MM6551 4.72 1 P CU477 1
CLIENTE_INVALIDO	AW5201 7.52 5 N DZ564 7
CLIENTE_INVALIDO	FQ6763 18.91 3 N AI854 10
CLIENTE_INVALIDO	TZ7453 3.97 6 P EQ893 11
CLIENTE_INVALIDO	WA5438 10.43 6 P FF430 5
CLIENTE_INVALIDO	BB2599 5.86 6 P CT266 6
CLIENTE_INVALIDO	GM7196 16.54 3 P BP571 12
CLIENTE_INVALIDO	YW7760 9.89 3 P FF430 7
CLIENTE_INVALIDO	CD1462 2.24 1 N AM879 12
CLIENTE_INVALIDO	OX9881 4.68 6 P DK439 5
CLIENTE_INVALIDO	PI1641 19.32 5 P CX571 9
CLIENTE_INVALIDO	IU7043 16.84 2 P FG883 3
CLIENTE_INVALIDO	WA1397 14.39 3 P FI707 3
CLIENTE_INVALIDO	XN4968 7.83 6 P CW287 2
CLIENTE_INVALIDO	YQ4816 6.81 6 P AL622 12
CLIENTE_INVALIDO	IS7930 15.73 2 P DL393 8
CLIENTE_INVALIDO	RN3848 15.63 1 P CX776 4
CLIENTE_INVALIDO	WY7003 15.4 4 P BQ733 9
CLIENTE_INVALIDO	MG7372 15.17 3 P AT996 6
CLIENTE_INVALIDO	HQ2807 10.14 5 P BQ947 10
CLIENTE_INVALIDO	WA1533 6.54 6 N AP549 11
CLIENTE_INVALIDO	BC3357 5.56 4 P CU621 8
CLIENTE_INVALIDO	PM2067 9.27 4 N AO700 1
CLIENTE_INVALIDO	WX9104 16.56 4 P DL747 7
CLIENTE_INVALIDO	PU1607 20.8 6 N AT915 6
CLIENTE_INVALIDO	DO4231 18.84 2 N DK280 6
CLIENTE_INVALIDO	GD7202 14.1 1 P BW724 5
CLIENTE_INVALIDO	AV6602 4.62 1 N DK449 11
CLIENTE_INVALIDO	RS6513 20.21 4 N BJ846 8
CLIENTE_INVALIDO	DW9551 1.47 1 P AO757 9
CLIENTE_INVALIDO	CY7191 7.52 1 P DS508 1
CLIENTE_INVALIDO	UA1105 7.87 1 P BI273 1
CLIENTE_INVALIDO	YF8811 9.36 2 N CT263 9
CLIENTE_INVALIDO	IN4658 19.39 1 P CT134 8
CLIENTE_INVALIDO	AN6080 10.6 2 P AL600 7
CLIENTE_INVALIDO	TF5701 4.65 1 N EM656 9
CLIENTE_INVALIDO	VM7336 10.19 2 P CX495 11
CLIENTE_INVALIDO	DT5938 3.78 4 N CY634 6
CLIENTE_INVALIDO	GE9353 3.15 6 N FI845 5
CLIENTE_INVALIDO	AJ1110 15.5 1 P CW410 8
CLIENTE_INVALIDO	GU3034 1.31 1 N DY369 3
CLIENTE_INVALIDO	DD5872 0.71 2 N CZ604 5
CLIENTE_INVALIDO	NF2077 20.6 3 N BJ613 12
CLIENTE_INVALIDO	LZ4413 16.7 2 N AN678 1
CLIENTE_INVALIDO	BZ7703 13.52 6 N CT399 11
CLIENTE_INVALIDO	RA8369 19.21 4 N CX667 6
CLIENTE_INVALIDO	GX6210 7.49 5 N AI642 4
CLIENTE_INVALIDO	MN9698 7.73 2 P DY132 9
CLIENTE_INVALIDO	ZN8441 10.5 3 P DL569 2
CLIENTE_INVALIDO	GE9025 19.72 3 N AP883 7
CLIENTE_INVALIDO	UY2659 0.54 1 N BW958 6
CLIENTE_INVALIDO	QP3910 13.23 1 N BW732 10
CLIENTE_INVALIDO	QR7835 5.81 5 P BP408 7
CLIENTE_INVALIDO	CU8874 9.12 3 P AT915 5
CLIENTE_INVALIDO	BI7706 16.52 2 P CY612 10
CLIENTE_INVALIDO	LI5492 17.93 3 P BW995 12
CLIENTE_INVALIDO	MP5366 2.15 4 N DY285 2
CLIENTE_INVALIDO	DA9692 14.63 6 N FI912 1
CLIENTE_INVALIDO	WR7616 2.23 6 N BI272 9
CLIENTE_INVALIDO	ZA4258 16.75 1 N BQ689 4
CLIENTE_INVALIDO	VU1436 13.36 2 N CW135 10
CLIENTE_INVALIDO	MO2711 7.25 4 N CX579 4
CLIENTE_INVALIDO	DL5382 0.39 6 N BW956 11
CLIENTE_INVALIDO	JF5507 6.43 3 N CX460 4
CLIENTE_INVALIDO	ER5096 20.13 5 P DR249 3
CLIENTE_INVALIDO	ZD4041 14.92 5 N AL780 9
CLIENTE_INVALIDO	RO1932 9.4 3 N CT347 8
CLIENTE_INVALIDO	WG9097 4.11 1 P BI620 1
CLIENTE_INVALIDO	KD5857 18.3 1 N FI942 4
CLIENTE_INVALIDO	TU6564 14.7 6 N AL691 10
CLIENTE_INVALIDO	FT8334 12.56 5 N AP649 8
CLIENTE_INVALIDO	VZ2222 15.6 3 P FI788 12
CLIENTE_INVALIDO	KP3793 7.92 5 N CY496 2
CLIENTE_INVALIDO	PX8426 7.31 2 N FK961 5
CLIENTE_INVALIDO	GZ2828 18.31 1 N AL818 8
CLIENTE_INVALIDO	RW3074 17.76 3 P AN542 2
CLIENTE_INVALIDO	CB5319 12.76 3 P AR851 10
CLIENTE_INVALIDO	QL6202 7.6 5 N AL527 10
CLIENTE_INVALIDO	PM6102 3.28 6 N AQ984 11
CLIENTE_INVALIDO	KJ9539 4.11 5 N FF452 7
CLIENTE_INVALIDO	HJ4668 17.45 3 N FG687 9
CLIENTE_INVALIDO	YA3965 12.83 5 P DS438 5
CLIENTE_INVALIDO	IZ4099 18.72 2 N BY980 5
CLIENTE_INVALIDO	NC2196 0.7 5 N AP820 1
CLIENTE_INVALIDO	KV7013 16.64 4 P BY917 2
CLIENTE_INVALIDO	LK3706 8.22 4 N DL387 9
CLIENTE_INVALIDO	AW1877 1.11 2 P BI176 10
CLIENTE_INVALIDO	ZT7080 12.27 4 P AN503 8
CLIENTE_INVALIDO	VK6238 20.59 4 N AP542 2
CLIENTE_INVALIDO	LM4822 3.4 5 P AK157 10
CLIENTE_INVALIDO	IE9195 11.44 4 P FF590 11
CLIENTE_INVALIDO	CM1826 5.42 4 P CZ910 2
CLIENTE_INVALIDO	DZ3989 2.8 1 N AK146 11
CLIENTE_INVALIDO	HJ9784 20.1 1 N AH325 6
CLIENTE_INVALIDO	HC5155 11.59 4 N DS632 3
CLIENTE_INVALIDO	LZ6570 8.78 5 N AM902 6
CLIENTE_INVALIDO	HP9964 8.83 2 P FG775 7
CLIENTE_INVALIDO	ZF2609 6.77 1 P BQ807 12
CLIENTE_INVALIDO	IY2491 8.18 5 P AO913 3
CLIENTE_INVALIDO	PJ3507 16.66 3 P FF222 9
CLIENTE_INVALIDO	VX1723 10.78 4 P EM543 10
CLIENTE_INVALIDO	MZ5424 14.16 2 N AP761 3
CLIENTE_INVALIDO	QM5319 8.91 6 N CT270 11
CLIENTE_INVALIDO	EU2137 14.66 2 N CU465 8
CLIENTE_INVALIDO	QC6564 17.74 2 P EZ183 2
CLIENTE_INVALIDO	NC6142 0.75 5 N DZ596 4
CLIENTE_INVALIDO	JO8412 15.4 3 N EM741 10
CLIENTE_INVALIDO	KN8086 20.86 4 N AO919 12
CLIENTE_INVALIDO	PA9874 0.91 3 N BW814 4
CLIENTE_INVALIDO	JR3061 7.36 5 P CT438 11
CLIENTE_INVALIDO	KA4344 4.41 4 P BW840 8
CLIENTE_INVALIDO	LA9234 10.29 1 P BQ925 7
CLIENTE_INVALIDO	QR2317 7.48 3 P DY208 5
CLIENTE_INVALIDO	CR8802 9.27 3 P DZ630 11
CLIENTE_INVALIDO	ZO9382 18.46 1 P CT241 8
CLIENTE_INVALIDO	DM8231 9.86 6 N DR444 4
CLIENTE_INVALIDO	YM9700 16.81 1 N CY407 8
CLIENTE_INVALIDO	TS4244 2.51 3 P EM697 12
CLIENTE_INVALIDO	SY6387 4.69 4 N FI891 8
CLIENTE_INVALIDO	KL6532 10.1 3 P AL830 9
CLIENTE_INVALIDO	YD5670 18.89 6 P AO952 6
CLIENTE_INVALIDO	JZ9402 1.6 2 N DK280 3
CLIENTE_INVALIDO	MO6817 14.86 4 N AQ862 4
CLIENTE_INVALIDO	MZ4340 10.22 5 P DL661 9
CLIENTE_INVALIDO	FE1985 4.93 2 P CU684 3
CLIENTE_INVALIDO	FY7673 14.7 6 N CY491 5
CLIENTE_INVALIDO	OP7035 9.34 2 P EN861 12
CLIENTE_INVALIDO	ZV1206 13.77 3 P EM662 2
CLIENTE_INVALIDO	VS7520 15.71 4 P BJ627 6
CLIENTE_INVALIDO	GC8258 5.59 2 P CX444 7
CLIENTE_INVALIDO	UX7566 1.2 3 N FI724 11
CLIENTE_INVALIDO	DO2946 10.17 3 P AI570 4
CLIENTE_INVALIDO	RZ9614 7.56 1 N FF452 1
CLIENTE_INVALIDO	GO8368 7.45 2 N DY399 1
CLIENTE_INVALIDO	JK6373 17.23 6 P AM908 1
CLIENTE_INVALIDO	OF3228 0.83 1 N AL785 2
CLIENTE_INVALIDO	PY6267 6.7 5 N DY408 5
CLIENTE_INVALIDO	YC6170 13.39 2 P AO983 5
CLIENTE_INVALIDO	KV1636 8.75 4 P BJ700 1
CLIENTE_INVALIDO	SQ1595 14.6 4 N CQ143 7
CLIENTE_INVALIDO	GM1407 12.48 3 P BI538 6
CLIENTE_INVALIDO	ZD6521 19.43 2 P CZ775 1
CLIENTE_INVALIDO	SC5917 19.51 1 N AR849 4
CLIENTE_INVALIDO	FX4149 7.15 2 P CT241 7
CLIENTE_INVALIDO	YL3839 5.81 1 N CX695 2
CLIENTE_INVALIDO	SN2357 13.34 6 N DY495 7
CLIENTE_INVALIDO	VO4594 9.52 5 N CT437 3
CLIENTE_INVALIDO	NP3218 20.49 3 P DK439 12
CLIENTE_INVALIDO	UF3800 0.49 5 P AP820 10
CLIENTE_INVALIDO	IC4160 10.62 3 N AK146 4
CLIENTE_INVALIDO	XJ1496 2.15 3 N AL830 8
CLIENTE_INVALIDO	NS5797 5.89 1 P EZ150 8
CLIENTE_INVALIDO	YP8201 13.66 3 P DZ709 10
CLIENTE_INVALIDO	BK7555 5.51 2 P AH268 2
CLIENTE_INVALIDO	CS7597 0.52 6 N EQ892 9
CLIENTE_INVALIDO	YV4019 2.1 1 N AL541 2
CLIENTE_INVALIDO	JX7841 9.94 1 P EH105 3
CLIENTE_INVALIDO	WV2369 7.77 4 N DL623 1
CLIENTE_INVALIDO	WZ5787 17.11 6 N DY285 4
CLIENTE_INVALIDO	VX8429 15.47 4 N AN438 10
CLIENTE_INVALIDO	LL6603 18.92 4 P DL626 12
CLIENTE_INVALIDO	YL6709 10.77 2 N AH471 11
CLIENTE_INVALIDO	YN6925 20.64 2 N BI326 10
CLIENTE_INVALIDO	XB9396 18.2 5 P FK913 2
CLIENTE_INVALIDO	QC5217 2.32 4 P BI201 1
CLIENTE_INVALIDO	JN9872 10.77 2 P AN689 11
CLIENTE_INVALIDO	FH3435 19.21 3 P CT125 5
CLIENTE_INVALIDO	GU7572 16.29 3 N BJ738 3
CLIENTE_INVALIDO	MW5680 12.1 5 N AP727 8
CLIENTE_INVALIDO	JK5637 10.58 4 N AR915 12
CLIENTE_INVALIDO	NA4350 17.26 2 P BI490 7
CLIENTE_INVALIDO	RB4145 1.74 3 N CX556 5
CLIENTE_INVALIDO	RK5704 4.95 3 P AP616 1
CLIENTE_INVALIDO	DN1745 11.49 1 P DL407 11
CLIENTE_INVALIDO	NY1522 7.64 1 N CY445 4
CLIENTE_INVALIDO	UC3429 15.94 2 P EM584 5
CLIENTE_INVALIDO	VC7543 17.14 2 N BJ634 6
CLIENTE_INVALIDO	VH8129 11.64 6 N CY503 7
CLIENTE_INVALIDO	VU3036 16.45 2 P FI937 12
CLIENTE_INVALIDO	QU5882 20.68 3 P AO859 6
CLIENTE_INVALIDO	WQ3668 11.74 6 P AN382 5
CLIENTE_INVALIDO	OH9139 15.17 1 P CZ923 5
CLIENTE_INVALIDO	BH7195 2.18 5 N CQ164 6
CLIENTE_INVALIDO	DX6901 5.11 3 N DL588 8
CLIENTE_INVALIDO	LU2279 16.97 4 P DZ600 12
CLIENTE_INVALIDO	JA7894 3.39 3 N AQ897 3
CLIENTE_INVALIDO	BH3822 3.62 1 N DK260 4
CLIENTE_INVALIDO	WQ2593 14.29 3 P AL809 10
CLIENTE_INVALIDO	XA9018 9.93 6 P CZ628 9
CLIENTE_INVALIDO	SF4440 19.9 5 N AP775 2
CLIENTE_INVALIDO	AW9102 7.75 1 P FG874 7
CLIENTE_INVALIDO	RQ4340 15.46 1 P CZ957 10
CLIENTE_INVALIDO	HG8286 20.36 6 N FG707 4
CLIENTE_INVALIDO	MK9947 9.87 4 N CY503 9
CLIENTE_INVALIDO	WN5494 4.7 2 P DY103 2
CLIENTE_INVALIDO	KK4616 18.16 3 P FF276 4
CLIENTE_INVALIDO	AN6682 9.56 2 P AM949 5
CLIENTE_INVALIDO	DV5368 19.53 4 P BJ561 8
CLIENTE_INVALIDO	ZZ8761 11.57 3 P FF290 8
CLIENTE_INVALIDO	KA8947 15.0 2 N AT988 8
CLIENTE_INVALIDO	ML5944 11.2 3 N EZ132 3
CLIENTE_INVALIDO	BI9675 18.7 6 N CZ981 10
CLIENTE_INVALIDO	KJ4870 3.13 4 N CW244 5
CLIENTE_INVALIDO	ZA3249 11.62 1 P DR477 6
CLIENTE_INVALIDO	EG5297 4.44 4 N DL750 11
CLIENTE_INVALIDO	IL3571 19.55 6 P CT183 11
CLIENTE_INVALIDO	HL1010 16.6 5 P AR805 12
CLIENTE_INVALIDO	FS3453 20.55 1 P BP432 10
CLIENTE_INVALIDO	GA1917 18.58 3 N AP584 7
CLIENTE_INVALIDO	NQ1857 12.5 2 P DY399 12
CLIENTE_INVALIDO	NN8046 14.7 3 P AI722 3
CLIENTE_INVALIDO	JG8861 16.55 2 N AI538 5
CLIENTE_INVALIDO	UI4675 16.37 5 P DY427 5
CLIENTE_INVALIDO	JR7860 4.18 5 N AR882 2
CLIENTE_INVALIDO	US9372 10.25 2 P AN429 5
CLIENTE_INVALIDO	AJ1865 11.65 5 P CU423 6
CLIENTE_INVALIDO	AD7760 7.91 6 P DS795 5
CLIENTE_INVALIDO	ED8879 2.71 1 N EM584 4
CLIENTE_INVALIDO	XK5370 7.23 4 P AI415 12
CLIENTE_INVALIDO	UO7006 3.52 3 P FF380 5
CLIENTE_INVALIDO	RG6890 5.4 6 N AL655 12
CLIENTE_INVALIDO	RX4982 16.23 4 N FI997 4
CLIENTE_INVALIDO	GC8809 20.84 5 P DK145 7
CLIENTE_INVALIDO	HS8902 2.15 4 N DR291 8
CLIENTE_INVALIDO	BK9981 6.72 4 P AO759 6
CLIENTE_INVALIDO	UL3945 2.71 4 P DY347 4
CLIENTE_INVALIDO	NS7865 4.3 3 N BI517 5
CLIENTE_INVALIDO	GJ1805 13.93 6 P BI241 12
CLIENTE_INVALIDO	RB5385 11.77 3 P FG939 1
CLIENTE_INVALIDO	CR4661 11.39 2 P FF222 2
CLIENTE_INVALIDO	QM1967 2.89 6 P BI634 8
CLIENTE_INVALIDO	LV4928 0.76 1 P AM847 9
CLIENTE_INVALIDO	RL6084 9.43 4 N AP542 5
CLIENTE_INVALIDO	SW7023 2.57 3 P DY163 7
CLIENTE_INVALIDO	WB3878 10.61 5 P AH444 11
CLIENTE_INVALIDO	XX4637 3.28 2 N AO602 10
CLIENTE_INVALIDO	XE6095 17.33 4 N DS785 3
CLIENTE_INVALIDO	LR9649 19.15 6 N AI692 3
CLIENTE_INVALIDO	XI2635 11.48 2 N BW724 11
CLIENTE_INVALIDO	DW2364 3.72 4 N AH150 7
CLIENTE_INVALIDO	GG9855 7.24 4 N BJ652 4
CLIENTE_INVALIDO	KV6264 6.6 1 P BQ963 4
CLIENTE_INVALIDO	JT2920 8.48 5 P CU753 1
CLIENTE_INVALIDO	IQ9004 2.31 6 N BY951 7
CLIENTE_INVALIDO	MM8416 6.79 6 P BY937 4
CLIENTE_INVALIDO	QN4676 19.61 2 N BQ885 1
CLIENTE_INVALIDO	SI1156 8.73 3 P CU448 11
CLIENTE_INVALIDO	OZ2287 18.91 4 N CX446 9
CLIENTE_INVALIDO	DK8058 14.12 4 N BY959 11
CLIENTE_INVALIDO	XC6151 7.12 2 P AI862 9
CLIENTE_INVALIDO	JW6314 4.61 4 P FG632 3
CLIENTE_INVALIDO	WT3155 13.64 2 P DS665 6
CLIENTE_INVALIDO	BP2475 0.85 2 N BJ746 11
CLIENTE_INVALIDO	CA6290 12.98 3 P FG685 7
CLIENTE_INVALIDO	QA1944 3.75 1 P DK273 1
CLIENTE_INVALIDO	CU8593 20.38 6 P DZ471 4
CLIENTE_INVALIDO	FF7105 10.5 4 N AR919 3
CLIENTE_INVALIDO	UC7744 14.94 1 P AI827 5
CLIENTE_INVALIDO	NR1162 15.45 2 N CX775 11
